Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Year
536.85,2019-08-19 10:25:00,2019-08-19,0.0,0.0,536.85,10,0.0,536.85,25,536.85,536.85,Buy,Entry,0.0,0.0,10000.0,551.9723333333334,0.0,2019
,2019-08-19 10:30:00,2019-08-19,0.0,0.0,,10,0.0,,30,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 10:35:00,2019-08-19,0.0,0.0,,10,0.0,,35,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 10:40:00,2019-08-19,0.0,0.0,,10,0.0,,40,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 10:45:00,2019-08-19,0.0,0.0,,10,0.0,,45,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 10:50:00,2019-08-19,0.0,0.0,,10,0.0,,50,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 10:55:00,2019-08-19,0.0,0.0,,10,0.0,,55,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 11:00:00,2019-08-19,0.0,0.0,,11,0.0,,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 11:05:00,2019-08-19,0.0,0.0,,11,0.0,,5,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 11:10:00,2019-08-19,0.0,0.0,,11,0.0,,10,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
536.85,2019-08-19 11:15:00,2019-08-19,0.0,0.0,536.85,11,0.0,536.85,15,536.85,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 11:20:00,2019-08-19,0.0,0.0,,11,0.0,,20,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 11:25:00,2019-08-19,0.0,0.0,,11,0.0,,25,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 11:30:00,2019-08-19,0.0,0.0,,11,0.0,,30,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
,2019-08-19 11:35:00,2019-08-19,0.0,0.0,,11,0.0,,35,,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
536.85,2019-08-19 11:40:00,2019-08-19,0.0,0.0,536.85,11,0.0,536.85,40,536.85,0.0,,,0.0,0.0,0.0,0.0,0.0,2019
